"","id","zip","x","y"
"11781",11782,"10314",-74.1640561,40.57715157
"11782",11783,"10304",-74.07451407,40.62874245
"11783",11784,"10314",-74.1640561,40.57715157
"11784",11785,"10308",-74.1535595,40.54917998
"11785",11786,"10303",-74.16023979,40.63546201
"11786",11787,"10301",-74.07550633,40.63966331
"11787",11788,"10308",-74.14905291,40.5501219
"11788",11789,"10306",-74.13648593,40.56525321
"11789",11790,"10308",-74.14722797,40.55639616
"11790",11791,"10308",-74.16018102,40.54943718
"11791",11792,"10304",-74.07451407,40.62874245
"11792",11793,"10301",-74.07567804,40.64173826
"11793",11794,"10301",-74.07550633,40.63966331
"11794",11795,"10303",-74.1661083,40.63806398
"11795",11796,"10301",-74.07684092,40.63775755
"11796",11797,"10304",-74.07940826,40.6242432
"11797",11798,"10301",-74.08754302,40.63845805
"11798",11799,"10304",-74.08471673,40.6146244
"11799",11800,"10314",-74.1689361,40.58230199
"11800",11801,"10301",-74.07835119,40.63824236
